Year,Type,Country,Area,Location,Activity,Gender,Age,Fatal (Y/N)
1993.0,Unprovoked,USA,Oregon,"Bastendorf Beach, Coos County",surfing,M,29.0,N
1993.0,Unprovoked,ANGOLA,West Africa,,surfing,M,,N
1993.0,Unprovoked,SOMALIA,Banaadir Region,Mogadishu,unknown,Unknown,,Y
1993.0,Unprovoked,TONGA,Vavau,Between Ofu & Fafini Islands,fishing,Unknown,30.0,N
1993.0,Unprovoked,USA,Florida,"Key West, Monroe County",other,Unknown,,N
1992.0,Unprovoked,USA,Hawaii,"Honomuni, Moloka'i",standing,M,10.0,N
1992.0,Unprovoked,USA,Hawaii,"Chun's Reef, Laniakea, O'ahu",surfing,M,30.0,N
1992.0,Unprovoked,USA,California,"San Onofre, San Diego County ",fishing,M,31.0,N
1992.0,Unprovoked,USA,Florida,"Brevard County, a mile north of Sebastian Inlet",surfing,M,19.0,N
1992.0,Unprovoked,USA,Florida,,surfing,M,24.0,N
1992.0,Boating,USA,California,"Ano Nuevo, San Mateo County",other,M,46.0,N
1992.0,Unprovoked,FIJI,Wakaya Island,,diving,M,30.0,N
1992.0,Unprovoked,USA,California,"San Nicholas Island, Santa Barbara County",diving,M,40.0,N
1992.0,Unprovoked,USA,Florida,"North Jetty Park, Fort Pierce, St Lucie County",surfing,M,17.0,N
1992.0,Unprovoked,USA,Hawaii,"Kea'au Beach Park, O'ahu",surfing,M,18.0,Y
1992.0,Unprovoked,USA,California,"Castle Rock, San Miguel Island, Santa Barbara County",diving,M,40.0,N
1992.0,Unprovoked,USA,Hawaii,"Lanaikea, O'ahu",surfing,M,28.0,N
1992.0,Unprovoked,AUSTRALIA,New South Wales,Avalon Beach,diving,M,,N
1992.0,Unprovoked,BRAZIL,Maranhão,"Praia de São Marcus, Sáo Luiz",surfing,Unknown,,N
1992.0,Unprovoked,AUSTRALIA,Queensland,"North Point Beach, Moreton Island",surfing,M,28.0,Y
1992.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",surfing,M,,N
1992.0,Unprovoked,USA,Oregon,"Gold Beach, Curry County",surfing,M,20.0,N
1992.0,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",standing,F,18.0,N
1992.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",swimming,M,,Y
1992.0,Unprovoked,USA,Florida,St Lucie County,fishing,M,,N
1992.0,Unprovoked,BAHAMAS,Abaco Islands,Double Breasted Cays ,other,F,34.0,N
1992.0,Unprovoked,AUSTRALIA,South Australia,"Lipson Cove, Tumby Bay",surfing,M,17.0,N
1992.0,Unprovoked,USA,California,"Klamath River, Del Norte County",surfing,M,22.0,N
1992.0,Provoked,USA,Florida,"Manalapan, Palm Beach County",other,M,26.0,N
1992.0,Unprovoked,USA,Florida,"Manasota Beach, Sarasota County",standing,F,42.0,N
1992.0,Unprovoked,BRAZIL,Maranhão,"Praia da Marcela, São Marcos Bay",surfing,M,,N
1992.0,Unprovoked,BRAZIL,Maranhão,"Praia da Marcela, São Marcos Bay",surfing,M,,N
1992.0,Unprovoked,BRAZIL,Pernambuco,Piedade,swimming,M,,Y
1992.0,Unprovoked,REUNION,Saint-Paul,Cap de la Marianne,surfing,M,16.0,Y
1992.0,Unprovoked,VANUATU,Malampa Province,"Port Sandwich, Malakula",swimming,F,21.0,N
1992.0,Boating,JAPAN,Ehime Prefecture,"1.5 km north of Igata-cho, 60 km south of Matsyama",other,Unknown,,N
1992.0,Unprovoked,REUNION,Saint-Paul,,diving,Unknown,,N
1992.0,Unprovoked,REUNION,Saint-Joseph,Lieu-dit Cayenne,surfing,M,,Y
1992.0,Unprovoked,MEXICO,Mexico / Caribbean Sea,Isla Mujeres,diving,M,,N
1992.0,Unprovoked,NEW ZEALAND,Antarctic Ocean,"Meteorologic Station on Campbell Island, 370 nautical miles south of New Zealand",other,M,,N
1992.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,surfing,M,35.0,N
1992.0,Unprovoked,USA,Hawaii,"Cannons, at Ha'ena on the north shore of Kaua'i Island",surfing,F,36.0,N
1992.0,Unprovoked,AUSTRALIA,Victoria,Point Lonsdale,surfing,M,17.0,N
1992.0,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,diving,M,41.0,Y
1992.0,Boating,JAPAN,Ehime Prefecture,"Nagahama-cho, 40 km southwest of Matsuyama ",fishing,Unknown,,N
1992.0,Unprovoked,USA,Oregon,"Winchester Bay, Douglas County",surfing,M,21.0,N
1992.0,Unprovoked,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",surfing,M,,Y
1992.0,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,diving,M,,N
1992.0,Unprovoked,REUNION,La Saline-les-Bains,Revine-3-Bassins,fishing,M,,N
1992.0,Unprovoked,AUSTRALIA,New South Wales,Tweed Heads,surfing,M,19.0,N
1992.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,swimming,M,19.0,N
1992.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sheffield Beach,fishing,M,36.0,N
1992.0,Unprovoked,MAURITIUS,,Mahebourg,fishing,M,,N
1992.0,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,unknown,M,,N
1992.0,Unprovoked,FIJI,Tavenui,,unknown,M,33.0,Y
1991.0,Unprovoked,USA,California,"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County",diving,M,25.0,N
1991.0,Unprovoked,USA,Hawaii,"Olowalu, Maui",other,F,41.0,Y
1991.0,Unprovoked,USA,Hawaii,"Olowalu, Maui",other,F,,N
1991.0,Unprovoked,USA,Hawaii,"Maliko Point, Maui",fishing,M,,Y
1991.0,Provoked,USA,Florida,Near Port Canaveral Coast Guard Base,fishing,M,,N
1991.0,Unprovoked,AUSTRALIA,Western Australia,"Backbeach, Halls Head",surfing,M,14.0,N
1991.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",surfing,M,21.0,N
1991.0,Unprovoked,USA,California,"Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County",surfing,M,32.0,N
1991.0,Unprovoked,AUSTRALIA,South Australia,"Snapper Point, Aldinga Beach, Adelaide",diving,M,19.0,Y
1991.0,Provoked,AUSTRALIA,Queensland,"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane",other,M,36.0,N
1991.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",swimming,M,23.0,N
1991.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",wading,F,10.0,N
1991.0,Provoked,USA,Florida,Florida Bay,fishing,M,,N
1991.0,Boating,ITALY,Ligurian Sea,"Portofino, 20 miles offshore, Tigullio Bay, Santa Margherita Ligure (Liguria)",other,F,40.0,N
1991.0,Unprovoked,USA,Florida,"John Pennekamp Marine Park, Monroe County",other,M,39.0,N
1991.0,Unprovoked,USA,Florida,150 miles from Crystal River,swimming,M,42.0,N
1991.0,Unprovoked,USA,Florida,"South Miami Beach, Dade County",swimming,M,22.0,N
1991.0,Unprovoked,REUNION,L'Etang-Salé,"Ravine des Sables, Saint Leu",surfing,M,30.0,N
1991.0,Unprovoked,USA,California,"8.5 miles south of Ano Nuevo State Reserve, Davenport County",surfing,M,32.0,N
1991.0,Unprovoked,HONG KONG,,"Basalt Island, 9km from Silverstrand",unknown,M,22.0,Y
1991.0,Unprovoked,HONG KONG,Kowloon Peninsula,Sai Kung,fishing,M,,Y
1991.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",surfing,M,18.0,N
1991.0,Unprovoked,USA,Florida,"Tampa Bay, Hillsborough County",swimming,M,31.0,N
1991.0,Unprovoked,HONG KONG,Port Shelter,"Silverstrand Beach, near Hung Hau ",swimming,F,65.0,Y
1991.0,Unprovoked,USA,Hawaii,"Ma'ili Beach, O'ahu",surfing,M,23.0,N
1991.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Gordons Bay,diving,M,,N
1991.0,Provoked,BRAZIL,Pernambuco,"Praia de Pau Amarelo, Recife",fishing,Unknown,,N
1991.0,Provoked,USA,Maryland,Baltimore Aquarium,diving,Unknown,,N
1991.0,Unprovoked,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,22.0,N
1991.0,Unprovoked,USA,Hawaii,"One'ula Beach Park, 'Ewa Beach, O'ahu",surfing,M,,N
1991.0,Unprovoked,AUSTRALIA,New South Wales,Bass Point,diving,M,18.0,N
1991.0,Unprovoked,USA,Oregon,"Neskowin, Tillamook County",surfing,M,38.0,N
1991.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Millers Point,fishing,M,20.0,N
1991.0,Unprovoked,AUSTRALIA,Queensland,Mermaid Waters,swimming,M,35.0,N
1991.0,Unprovoked,AUSTRALIA,Western Australia,Scarborough,surfing,M,,N
1991.0,Unprovoked,AUSTRALIA,Queensland,Pelican Banks near Gladstone,surfing,M,22.0,N
1990.0,Unprovoked,AUSTRALIA,Queensland,Nerang River,swimming,M,26.0,N
1990.0,Unprovoked,USA,California,"Monastery Beach, Carmel Bay, Monterey County",diving,F,,N
1990.0,Unprovoked,USA,Florida,"Spanish River Park Beach, Palm Beach County",surfing,M,24.0,N
1990.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",surfing,M,50.0,N
1990.0,Unprovoked,USA,Florida,"Indialantic, Brevard County",surfing,M,18.0,N
1990.0,Unprovoked,AUSTRALIA,Queensland,Mermaid Waters,swimming,M,26.0,N
1990.0,Unprovoked,AUSTRALIA,South Australia,Goolwa Beach,surfing,M,,N
1990.0,Unprovoked,USA,Florida,"North end of County Beach, Palm Beach County",surfing,M,25.0,N
1990.0,Unprovoked,USA,Hawaii,"Hanalei Point, Kaua'i",surfing,M,43.0,N
1990.0,Unprovoked,USA,Florida,"Stuart Beach, Martin County",surfing,M,19.0,N
1990.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Oudekraal,fishing,M,26.0,N
1990.0,"Valid, but unknown",USA,California,"Russian Gulch, Jenner, Sonoma County",diving,M,49.0,N
1990.0,Boating,USA,California,"Trinidad State Beach, Humboldt County",other,M,44.0,N
1990.0,Unprovoked,USA,California,"Trinidad Head, Humboldt County",surfing,M,22.0,N
1990.0,Unprovoked,USA,Texas,"Mustang Island, Nueces County",surfing,M,,N
1990.0,Unprovoked,USA,Texas,"Near Port Aransas, Nueces County",fishing,M,18.0,N
1990.0,Unprovoked,USA,Texas,"Mustang Island State Park, Nueces County",wading,F,53.0,N
1990.0,Unprovoked,USA,Florida,"Perdido Key near the Florida Panhandle, Escambia County",surfing,M,17.0,N
1990.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,diving,F,21.0,Y
1990.0,Unprovoked,BAHAMAS,,Bimini,fishing,M,38.0,N
1990.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Protea Reef,fishing,Unknown,,N
1990.0,Unprovoked,AUSTRALIA,Queensland,Outer Barrier Reef near Port Douglas,other,F,,N
1990.0,Unprovoked,AUSTRALIA,Queensland,Outer Barrier Reef near Port Douglas,other,M,,N
1990.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cintsa East,surfing,M,22.0,N
1990.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape Recife,surfing,M,23.0,N
1990.0,Unprovoked,AUSTRALIA,Queensland,Greenmount Beach,surfing,M,31.0,N
1990.0,Unprovoked,AUSTRALIA,Queensland,"Dingo Reef, 80 nm off Townsville",diving,M,37.0,Y
1990.0,Unprovoked,AUSTRALIA,Queensland,Fingal Beach,surfing,M,,N
1990.0,Unprovoked,AUSTRALIA,Queensland,Fingal Beach,surfing,M,29.0,N
1990.0,Unprovoked,USA,Hawaii,"Silver (Silva) Channels, Waialua, O'ahu",surfing,M,,N
1990.0,Unprovoked,FIJI,Laucala Island,,swimming,M,30.0,N
1990.0,Unprovoked,REUNION,Sainte-Marie,Baie de la Mare,surfing,M,,N
1990.0,Unprovoked,USA,Hawaii,"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",diving,M,,Y
1990.0,Unprovoked,USA,Florida,"Monster Hole, Sebastian Inlet, Indian River County",other,M,33.0,N
1990.0,Unprovoked,USA,California,"Montera Beach, San Mateo County",surfing,M,,N
1990.0,Unprovoked,USA,Florida,"Pensacola, Escambia County",surfing,M,17.0,UNKNOWN
1989.0,Provoked,USA,Hawaii,"90 miles east of Hilo, Hawai'i",fishing,M,,N
1989.0,Unprovoked,AUSTRALIA,Northern Territory,Gove Peninsula near Darwin,unknown,M,17.0,UNKNOWN
1989.0,"Valid, but unknown",AUSTRALIA,Victoria,Kilcunda,surfing,M,32.0,N
1989.0,"Valid, but unknown",SOUTH AFRICA,Western Cape Province,Melkbosstrand,diving,M,29.0,Y
1989.0,Unprovoked,AUSTRALIA,Queensland,Mermaid Waters,swimming,M,10.0,N
1989.0,Unprovoked,AUSTRALIA,Northern Territory,Edith Falls,swimming,F,31.0,N
1989.0,Unprovoked,AUSTRALIA,Tasmania,Shelly Point ,surfing,M,17.0,N
1989.0,Unprovoked,USA,Texas,Surfside Beach,surfing,M,12.0,N
1989.0,"Valid, but unknown",AUSTRALIA,Victoria,"Surfers Point, Phillip Island",surfing,M,,UNKNOWN
1989.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Smitswinkel, False Bay",diving,M,29.0,N
1989.0,Provoked,USA,Florida,"Gulf of Mexico, 22 miles from Pensacola",fishing,M,51.0,N
1989.0,Boating,USA,California,"Off Palos Verdes Estates, Los Angeles",other,Unknown,,N
1989.0,Unprovoked,USA,California,"Southeast Farallon Island, Farallon Islands",diving,M,38.0,N
1989.0,Unprovoked,USA,North Carolina,"Salvo, Dare County",surfing,M,31.0,N
1989.0,Provoked,USA,California,24 km off Santa Catalina Island in the Channel Islands,other,M,46.0,N
1989.0,Provoked,AUSTRALIA,Queensland,SeaWorld Theme Park,other,M,30.0,N
1989.0,Unprovoked,USA,Florida,"St Augustine, St Johns County",swimming,M,21.0,N
1989.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,surfing,M,21.0,N
1989.0,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,surfing,M,17.0,N
1989.0,Unprovoked,BAHAMAS,Great Exuma Island,Highborn Cay,fishing,F,31.0,N
1989.0,Provoked,AUSTRALIA,Queensland,Moreton Bay,fishing,M,41.0,N
1989.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,surfing,M,34.0,N
1989.0,Unprovoked,REUNION,Sainte-Suzanne,Temple Tamoule,surfing,M,,Y
1989.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",surfing,M,16.0,N
1989.0,Unprovoked,USA,Texas,"Sargent Beach, Matagorda County",other,F,9.0,N
1989.0,Unprovoked,USA,Hawaii,"Anahola, Kaua'i",surfing,M,,N
1989.0,Unprovoked,USA,Louisiana,40 miles off Cocodrie,fishing,M,45.0,N
1989.0,Unprovoked,ITALY,Tuscany,"Marinella, between Punta Blanca & Marine del Carrara ",surfing,M,,N
1989.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,surfing,M,16.0,N
1989.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Gonubie,diving,M,28.0,N
1989.0,Unprovoked,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",swimming,M,19.0,N
1989.0,"Valid, but unknown",USA,Washington,"Pacific Beach, Grays Harbor County",surfing,M,,N
1989.0,Boating,USA,California,"Monterey Bay, Monterey County",unknown,Unknown,,N
1989.0,Unprovoked,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",surfing,M,,N
1989.0,Unprovoked,USA,Hawaii,"Kekaha Beach, Kaua'i",surfing,M,,N
1989.0,Unprovoked,AUSTRALIA,South Australia,"Waitpinga Beach, near Victor Harbor, Encounter Bay",surfing,M,27.0,Y
1989.0,Boating,AUSTRALIA,Western Australia,Near Broome in Roebuck Bay,other,M,,N
1989.0,Provoked,SOUTH AFRICA,Western Cape Province,,fishing,M,,N
1989.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,surfing,M,26.0,N
1989.0,Unprovoked,ITALY,Tyrrhenian Sea,"Golfo di Baratti, near Piombino (Tuscany)",diving,M,47.0,Y
1989.0,Unprovoked,USA,California,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County",other,F,24.0,Y
1989.0,Unprovoked,USA,Hawaii,"Waialua Beach, Moloka'i",surfing,M,10.0,N
1989.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,other,M,19.0,N
1989.0,Unprovoked,USA,Hawaii,"Wailua, Kaua'i",swimming,M,,Y
1989.0,Unprovoked,AUSTRALIA,New South Wales,"Half Tide Beach, Evans Head",surfing,M,17.0,N
1989.0,Unprovoked,PAPUA NEW GUINEA,New Ireland,Kavieng,diving,F,,N
1989.0,Unprovoked,USA,Virginia,"Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet",fishing,M,,N
1988.0,Unprovoked,CHILE,Valpariso Province,Valpariso,diving,M,,Y
1988.0,Sea Disaster,AUSTRALIA,Queensland,"Off North Keppel Island, off Yeppoon",other,M,17.0,Y
1988.0,Sea Disaster,AUSTRALIA,Queensland,"Off North Keppel Island, off Yeppoon",other,M,62.0,Y
1988.0,Sea Disaster,PHILIPPINES,Viscayan Sea,,other,Unknown,,Y
1988.0,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ",surfing,M,21.0,N
1988.0,Unprovoked,AUSTRALIA,Victoria,Phillip Island,surfing,M,38.0,N
1988.0,Unprovoked,USA,Florida,"Boca Raton, Palm Beach County",surfing,M,15.0,N
1988.0,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County ",surfing,M,30.0,N
1988.0,Unprovoked,USA,Florida,"Playalinda, Brevard County",surfing,M,23.0,N
1988.0,Unprovoked,AUSTRALIA,South Australia,Moama Beach,surfing,M,15.0,N
1988.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",wading,F,23.0,N
1988.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,21.0,N
1988.0,Unprovoked,USA,Florida,"Shell Island Panama City Beach, Bay County",other,F,,N
1988.0,Unprovoked,USA,Florida,"Shell Island Panama City Beach, Bay County",other,M,38.0,Y
1988.0,Provoked,USA,Louisiana,New Orleans,diving,M,,N
1988.0,Unprovoked,ITALY,Manfredonia ,Ippocampo,unknown,M,16.0,N
1988.0,Unprovoked,JAPAN,Tokyo Prefecture,Ogasawara Islands,unknown,M,,N
1988.0,Unprovoked,USA,California,"Klamath River, Del Norte County",surfing,M,27.0,N
1988.0,Unprovoked,BAHAMAS,,,diving,M,,N
1988.0,Unprovoked,BAHAMAS,,,fishing,M,28.0,N
1988.0,Unprovoked,BAHAMAS,,,diving,M,35.0,N
1988.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County",swimming,F,15.0,N
1988.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,37.0,N
1988.0,Unprovoked,BAHAMAS,,,other,M,,N
1988.0,Unprovoked,BAHAMAS,,,fishing,M,,N
1988.0,"Valid, but unknown",SOUTH AFRICA,Western Cape Province,Sculphoek,fishing,M,36.0,N
1988.0,Unprovoked,USA,North Carolina,"Ocracoke, Hyde County",diving,M,42.0,N
1988.0,Unprovoked,USA,South Carolina,"Sea Pines Beach Club, Hilton Head, Beaufort County",other,M,37.0,N
1988.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",swimming,M,12.0,N
1988.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",surfing,M,25.0,N
1988.0,Unprovoked,SOUTH KOREA,,,diving,F,38.0,Y
1988.0,Unprovoked,USA,Florida,"Paradise Beach Park, Brevard County",surfing,M,31.0,N
1988.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",surfing,M,29.0,N
1988.0,Unprovoked,REUNION,Saint-Louis,Embouchure de l'étang du Gol,other,M,,Y
1988.0,"Valid, but unknown",USA,California,"North of Morro Rock, San Luis Obispo County",surfing,M,,N
1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",swimming,M,24.0,N
1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",surfing,M,14.0,N
1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",surfing,M,,N
1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",standing,F,30.0,N
1988.0,Unprovoked,USA,Hawaii,"Running Waters Beach, Ninini Point, Kaua'i",surfing,M,,N
1988.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,surfing,M,17.0,N
1988.0,Unprovoked,REUNION,Saint-Pierre,Pic du Diable,surfing,M,,N
1988.0,Boating,SOUTH AFRICA,KwaZulu-Natal,"Brighton Beach, Durban",unknown,Unknown,,N
1988.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,surfing,M,20.0,N
1988.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,surfing,F,15.0,N
1988.0,Boating,AUSTRALIA,Western Australia,18 km west of Bunbury,fishing,Unknown,,N
1988.0,Unprovoked,Fiji,Vanua Levu,,diving,M,22.0,N
1988.0,Provoked,USA,Louisiana,,fishing,M,,N
1988.0,Provoked,SOUTH AFRICA,Western Cape Province,Struisbaai,other,M,33.0,N
1988.0,Provoked,SOUTH AFRICA,Western Cape Province,Great Brak River,other,Unknown,,N
1988.0,Unprovoked,AUSTRALIA,New South Wales,Sydney,surfing,M,12.0,N
1987.0,Sea Disaster,PHILIPPINES,Mindoro,Off Manila,other,Unknown,,Y
1987.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",surfing,M,16.0,N
1987.0,Unprovoked,USA,Florida,"North of Jupiter Inlet, Palm Beach County",surfing,M,15.0,N
1987.0,Unprovoked,USA,California,"Davenport Light, San Mateo County",surfing,M,20.0,N
1987.0,"Valid, but unknown",SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",fishing,M,21.0,N
1987.0,Sea Disaster,DOMINICAN REPUBLIC,Between DR and Puerto Rico,Mona Passage,other,Unknown,,Y
1987.0,"Valid, but unknown",AUSTRALIA,South Australia,"Merino Rocks, Adelaide",diving,M,47.0,Y
1987.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Still Bay,surfing,M,24.0,N
1987.0,Unprovoked,USA,Florida,"Satellite  Beach, Brevard County",wading,M,12.0,N
1987.0,Unprovoked,USA,California,"Tunitas Beach, San Mateo County",surfing,M,40.0,N
1987.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,27.0,N
1987.0,Unprovoked,USA,Texas,"Mustang Island, near Port Aransas",surfing,F,32.0,N
1987.0,Unprovoked,USA,Texas,"Mustang Island, near Port Aransas",wading,F,16.0,N
1987.0,Boating,USA,South Carolina,Winyah Bay,other,Unknown,,N
1987.0,Unprovoked,BAHAMAS,Exuma Islands,Sampson Cay,other,M,35.0,N
1987.0,Unprovoked,BAHAMAS,,,fishing,M,,N
1987.0,Provoked,USA,Florida,"Nest Key, Monroe County",fishing,M,,N
1987.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",unknown,M,12.0,N
1987.0,Unprovoked,USA,Florida,"St Augustine, St. Johns County",surfing,M,,N
1987.0,Provoked,AUSTRALIA,New South Wales,,fishing,M,34.0,N
1987.0,Unprovoked,USA,Texas,"Mustang Island, near Port Aransas",swimming,F,16.0,N
1987.0,Unprovoked,USA,Hawaii,"Kailua-Kona, Hawai'i",swimming,M,,Y
1987.0,Unprovoked,VANUATU,Malampa Province,Vao Island,swimming,M,8.0,Y
1987.0,Unprovoked,AUSTRALIA,Western Australia,Fourth Beach / Twilgth Beach,surfing,M,18.0,N
1987.0,Provoked,SOUTH AFRICA,Western Cape Province,Muizenberg,unknown,Unknown,,N
1987.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",surfing,M,,N
1987.0,Sea Disaster,SOLOMON ISLANDS,Between Honiara & Isabel Island,,other,Unknown,,Y
1987.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Eerste River,fishing,M,30.0,N
1987.0,Unprovoked,AUSTRALIA,Queensland,Lizard Island,swimming,M,37.0,N
1987.0,"Valid, but unknown",ITALY,Tyrrhenian Sea,"Marciana Marina, Isola d'Elba",other,M,,N
1986.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Agulhas Banks,fishing,M,,N
1986.0,Unprovoked,SOUTH AFRICA,Western Cape Province,SAOU Strand,surfing,M,21.0,Y
1986.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,40.0,N
1986.0,Unprovoked,BAHAMAS,Florida Straits,Off Cay Sal  Banks,other,M,37.0,N
1986.0,Unprovoked,USA,California,"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California",diving,M,27.0,N
1986.0,Unprovoked,NEW CALEDONIA,,I'le Ouen,fishing,Unknown,,N
1986.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",surfing,M,17.0,N
1986.0,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",surfing,M,26.0,N
1986.0,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",surfing,M,23.0,N
1986.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Umhlanga,other,M,,N
1986.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",swimming,F,6.0,N
1986.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,St. Michaels,other,M,32.0,N
1986.0,Unprovoked,AUSTRALIA,Western Australia,"Direction Island, Cocos Islands",unknown,Unknown,,UNKNOWN
1986.0,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",surfing,M,28.0,N
1986.0,Unprovoked,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",surfing,Unknown,,N
1986.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,Unknown,18.0,N
1986.0,Unprovoked,USA,North Carolina,"Masonboro Inlet, New Hanover County",surfing,Unknown,16.0,N
1986.0,Unprovoked,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",diving,F,,N
1986.0,Unprovoked,FRANCE,Gulf of Lyons,Gruissan,unknown,Unknown,,N
1986.0,Boating,AUSTRALIA,Western Australia,3 km west of Rottnest Island,fishing,Unknown,,N
1986.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",unknown,M,8.0,N
1986.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,LaMercy,fishing,M,26.0,N
1986.0,Unprovoked,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",diving,M,,N
1986.0,Unprovoked,SOUTH KOREA,,,diving,M,,Y
1986.0,Unprovoked,USA,Hawaii,"Kaliiwi, Kauai",fishing,M,,Y
1986.0,Unprovoked,SPAIN,Catalonia,Lloret-de-Mar,diving,M,,N
1986.0,Unprovoked,SPAIN,Cádiz,Tarifa ,surfing,M,,N
1986.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",other,M,26.0,N
1986.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"The Fence, King's Beach, Port Elizabeth",surfing,M,23.0,N
1986.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,surfing,M,21.0,N
1986.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape Recife,surfing,M,,N
1986.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",swimming,M,46.0,N
1986.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Arniston,fishing,M,29.0,N
