Year,Type,Country,Area,Location,Activity,Gender,Age,Fatal (Y/N)
2001.0,Boating,AUSTRALIA,New South Wales,South West Rocks,other,M,35.0,N
2001.0,Unprovoked,CUBA,Holquin Province,Off Blau Costa Verde resort,swimming,F,55.0,N
2001.0,Boating,AUSTRALIA,South Australia,Adelaide,fishing,Unknown,,N
2001.0,Unprovoked,USA,California,"Sunset Cliffs, San Diego",surfing,M,,N
2001.0,"Valid, but unknown",NEW ZEALAND,North Island,Sandy Bay/Whananaki,other,M,,N
2000.0,Unprovoked,AUSTRALIA,Queensland,Flinders Cay,diving,M,23.0,N
2000.0,Unprovoked,FIJI,Taveuni,Garden Island Resort,swimming,M,47.0,Y
2000.0,Boating,AUSTRALIA,South Australia,"3 km off Port Victoria, Yorke Peninsula",fishing,Unknown,,N
2000.0,Unprovoked,CANADA,New Brunswick,Bay of Fundy,diving,M,30.0,N
2000.0,Unprovoked,AUSTRALIA,Queensland,"Sykes Reef, Great Barrier Reef",fishing,M,38.0,N
2000.0,Unprovoked,NEW ZEALAND,Cook Islands,"Arorangi, Rarotonga",surfing,F,,Y
2000.0,Unprovoked,AUSTRALIA,Queensland,Orpheus Island,diving,M,28.0,N
2000.0,Unprovoked,USA,Florida,"Bonita Springs, Lee County",swimming,M,73.0,N
2000.0,Unprovoked,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",swimming,M,52.0,N
2000.0,Unprovoked,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",swimming,M,49.0,Y
2000.0,Unprovoked,USA,California,"1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County",surfing,M,27.0,N
2000.0,"Valid, but unknown",AUSTRALIA,Queensland,Peel Island,fishing,Unknown,31.0,N
2000.0,Unprovoked,USA,Florida,"Fort Pierce Inlet State Park, St Lucie County",surfing,M,23.0,N
2000.0,Unprovoked,USA,Hawaii,Olowalu,swimming,F,56.0,N
2000.0,Unprovoked,USA,Florida,"South Beach, Sebastian, Indian River County",swimming,M,69.0,N
2000.0,Unprovoked,USA,Florida,"Lake Worth Inlet/West Palm Beach, Palm Beach County",surfing,M,17.0,N
2000.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,23.0,N
2000.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,11.0,N
2000.0,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",surfing,M,24.0,N
2000.0,Unprovoked,USA,California,"Mavericks, Half Moon Bay, San Mateo County",surfing,M,,N
2000.0,"Valid, but unknown",AUSTRALIA,South Australia,"Black Point, Eyre Peninsula",surfing,M,17.0,Y
2000.0,Unprovoked,AUSTRALIA,South Australia,Cactus Beach near Penong,surfing,M,25.0,Y
2000.0,Provoked,AUSTRALIA,New South Wales,Wollongong,other,M,12.0,N
2000.0,Unprovoked,OKINAWA,Miyako Island,Sunayama Beach,surfing,M,31.0,Y
2000.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",unknown,Unknown,,N
2000.0,Unprovoked,USA,Florida,"Fort Pierce Inlet, St Lucie County",standing,M,49.0,N
2000.0,Unprovoked,USA,Florida,"Sebastian Inlet, Indian River or Brevard County",surfing,F,26.0,N
2000.0,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",swimming,M,25.0,N
2000.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",swimming,M,8.0,N
2000.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Dyer Island,diving,M,48.0,N
2000.0,Unprovoked,TANZANIA,,"Coco Beach, Dar-es-Salaam (Reported as the 5th fatality in 3 months at Coco Beach)",swimming,M,28.0,Y
2000.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",wading,M,40.0,N
2000.0,Unprovoked,REUNION,Saint-Pierre,Pic du Diable ,surfing,M,27.0,N
2000.0,Unprovoked,TANZANIA,,"Coco Beach, Dar-es-Salaam",swimming,Unknown,,Y
2000.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",swimming,M,47.0,N
2000.0,Unprovoked,USA,Florida,"Boca Ciega Bay, Tampa, Pinellas County",other,M,69.0,Y
2000.0,Provoked,USA,Alaska,Prince William Sound,other,M,,N
2000.0,Unprovoked,USA,North Carolina,"Bouges Bank, Emerald Isle, Carteret County",swimming,M,,N
2000.0,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",surfing,M,53.0,N
2000.0,Unprovoked,USA,Florida,"South Jacksonville Beach, Duval County",surfing,M,27.0,N
2000.0,Unprovoked,USA,Florida,"St. Augustine, St. Johns County",standing,F,44.0,N
2000.0,Unprovoked,TANZANIA,,"Coco Beach, Dar-es-Salaam",swimming,Unknown,,Y
2000.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",unknown,M,5.0,N
2000.0,Unprovoked,USA,Florida,"Big Pine Key, Monroe County ",other,F,45.0,N
2000.0,Unprovoked,USA,North Carolina,"Oceanic Pier, Wrightsville Beach, New Hanover County",surfing,M,16.0,N
2000.0,Unprovoked,USA,North Carolina,"Holden Beach, Brunswick County",surfing,M,14.0,N
2000.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",surfing,M,15.0,N
2000.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape Recife,surfing,M,18.0,N
2000.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,South of Durban,surfing,M,,N
2000.0,Unprovoked, TONGA,Minerva Reef,Treated at Nuku-alofa,diving,M,69.0,N
2000.0,Unprovoked,USA,Florida,"Daytona  Beach, Volusia County",wading,M,13.0,N
2000.0,Unprovoked,USA,Florida,"Neptune Avenue, Ormond Beach, Volusia County",swimming,M,41.0,N
2000.0,Unprovoked,USA,Texas,"Mustang Island, Corpus Christi",other,M,5.0,N
2000.0,Unprovoked,USA,North Carolina,"Pine Island, Corolla, Currituck County",other,F,12.0,N
2000.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",wading,F,20.0,N
2000.0,Unprovoked,USA,Florida,"Artifical reef 3 miles off Manatee Beach, Manatee County",fishing,F,55.0,N
2000.0,Unprovoked,USA,Florida,"Smyrna Dunes  Park, New Smyrna Beach, Volusia County",wading,F,13.0,N
2000.0,Unprovoked,USA,Florida,"Smyrna Dunes Park, New Smyrna Beach, Volusia County",standing,F,19.0,N
2000.0,Unprovoked,TANZANIA,,"Coco Beach, Dar-es-Salaam",swimming,Unknown,,Y
2000.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",unknown,M,,Y
2000.0,Boating,NEW ZEALAND,North Island,"Papamoa Beach, Bay of Plenty",fishing,M,,N
2000.0,Unprovoked,USA,Florida,"Seminole Avenue, Ormond Beach, Volusia County",standing,M,52.0,N
2000.0,Boating,USA,Florida,"Pensacola Bay, Escambia County",other,Unknown,,N
2000.0,Unprovoked,USA,Texas,"J.P. Luby Surf Park, Corpus Christi",surfing,M,17.0,N
2000.0,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",swimming,M,55.0,N
2000.0,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",swimming,M,44.0,N
2000.0,Unprovoked,USA,Florida,"27th Avenue, New Smyrna Beach, Volusia County",other,M,13.0,N
2000.0,Unprovoked,TANZANIA,,"Coco Beach in Oyster Bay, 7 km north of Dar-es-Salaam",swimming,M,,Y
2000.0,Sea Disaster,NEW CALEDONIA,South Province,Mont Dore,other,Unknown,,Y
2000.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",standing,M,9.0,N
2000.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",diving,M,,Y
2000.0,Unprovoked,USA,Florida,"On the south side of Ponce Inlet, Volusia County",other,M,34.0,N
2000.0,Unprovoked,USA,Florida,"Municipal Beach, Riviera Beach, Palm Beach County",surfing,M,,N
2000.0,Unprovoked,USA,Florida,Santa Rosa Sound Escambia County,fishing,M,,N
2000.0,Unprovoked,AUSTRALIA,Queensland,"Main Beach, Gold Coast",swimming,M,26.0,N
2000.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",surfing,F,14.0,N
2000.0,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",surfing,M,37.0,N
2000.0,Unprovoked,NEW CALEDONIA,North Province,Poum,fishing,M,35.0,Y
2000.0,Unprovoked,AUSTRALIA,New South Wales,"McMasters Beach, Central Coast",surfing,M,,N
2000.0,Boating,AUSTRALIA,New South Wales,Parramatta River,other,Unknown,,N
2000.0,Boating,AUSTRALIA,New South Wales,Parramatta River,other,Unknown,,N
2000.0,Unprovoked,AUSTRALIA,New South Wales,"Taronga Wharf, Athol Bay, Sydney Harbor",swimming,M,,N
2000.0,Unprovoked,USA,Louisiana,Midnight Lump (38 miles offshore),fishing,M,39.0,N
2000.0,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",unknown,M,27.0,N
2000.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Struis Bay,surfing,M,,N
2000.0,Provoked,ENGLAND,Worcestershire,The Fountain Pub in Tenbury Wells,other,M,,N
2000.0,Unprovoked,NEW ZEALAND,South Island,Oreti Beach (reported as the 4th person bitten in NZ in 2000),surfing,M,12.0,N
2000.0,Unprovoked,AUSTRALIA,South Australia,"Point Sinclair, Cactus Beach near Penong",surfing,M,26.0,N
2000.0,Boating,REUNION,,Saint Pierre,other,M,,Y
2000.0,Unprovoked,THAILAND,Phang nga Province,Phang nga Island,diving,M,35.0,Y
2000.0,Boating,USA,Florida,"Boca Grande, Lee County",fishing,M,,N
1999.0,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,surfing,M,15.0,N
1999.0,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,swimming,F,13.0,N
1999.0,Unprovoked,NEW ZEALAND,South Island,Oreti Beach,other,F,12.0,N
1999.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",surfing,M,18.0,N
1999.0,Unprovoked,USA,Florida,"Boynton Beach, Palm Beach County",surfing,M,35.0,N
1999.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",surfing,M,19.0,N
1999.0,Unprovoked,USA,Hawaii,"Big Island off Kona Village Resort, North Kona",swimming,F,51.0,N
1999.0,"Valid, but unknown",USA,California,"Waddell Reef, Santa Cruz County",surfing,M,,N
1999.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,surfing,M,35.0,N
1999.0,Unprovoked,BRAZIL,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay",fishing,M,39.0,N
1999.0,Unprovoked,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,swimming,M,12.0,N
1999.0,Unprovoked,MARSHALL ISLANDS,Alinglaplap Atoll,Island J4H,swimming,M,12.0,N
1999.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",surfing,M,45.0,N
1999.0,Unprovoked,USA,Florida,"Gulfstream Park beach, Palm Beach County",surfing,M,13.0,N
1999.0,Unprovoked,USA,Florida,"Pet Den, Satellite Beach, Brevard County",surfing,M,,N
1999.0,Unprovoked,USA,Hawaii,Old Kona Airport State Park,surfing,M,16.0,N
1999.0,Unprovoked,USA,Florida,"South side of Ponce de Leon Inlet, Volusia County",surfing,M,22.0,N
1999.0,Boating,ITALY,Adriatic Sea,San Benedetto,fishing,Unknown,,N
1999.0,"Valid, but unknown",USA,California,"North of Pidgeon Point, San Mateo County",other,M,37.0,N
1999.0,Unprovoked,USA,Florida,"Cape Canaveral, Brevard County",wading,F,61.0,N
1999.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",wading,F,10.0,N
1999.0,Unprovoked,USA,Florida,"Fort Pierce Inlet, St. Lucie County",surfing,M,13.0,N
1999.0,Provoked,USA,Florida,"World Typhoon Lagoon, Disney Water Park, Orange County",wading,M,7.0,N
1999.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,M,39.0,N
1999.0,Unprovoked,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",surfing,M,28.0,N
1999.0,Unprovoked,USA,North Carolina,"Fort Fisher, New Hanover County",surfing,M,,N
1999.0,Unprovoked,MARSHALL ISLANDS,Ralik Chain,Kwajalein Atoll,fishing,M,23.0,N
1999.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,M,17.0,N
1999.0,Unprovoked,USA,South Carolina,"Grand Strand, Myrtle Beach, Horry County",other,M,10.0,N
1999.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,62.0,N
1999.0,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,fishing,M,35.0,N
1999.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Kogebaai,surfing,M,42.0,N
1999.0,Unprovoked,USA,Florida,"Two miles off Key Colony Beach, Monroe County",swimming,M,43.0,N
1999.0,Unprovoked,USA,Hawaii,Honoli'i in Hilo (west side of Big Island),surfing,M,43.0,N
1999.0,"Valid, but unknown",SOUTH AFRICA,Western Cape Province,Buffels Bay (near Knysna),surfing,M,14.0,Y
1999.0,Unprovoked,USA,South Carolina,Charleston,unknown,M,,N
1999.0,Unprovoked,USA,Florida,"Pensacola  Beach, Escambia County",wading,F,30.0,N
1999.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Cintsa East, East London",surfing,M,29.0,N
1999.0,Unprovoked,USA,Florida,"11 miles off Dog Island in the Gulf of Mexico, Franklin County",other,M,20.0,N
1999.0,Unprovoked,USA,Florida,"South of Ponce Inlet, Volusia County",surfing,M,21.0,N
1999.0,Unprovoked,USA,Florida,"Atlantiic Beach, Duval County",swimming,M,41.0,N
1999.0,Unprovoked,USA,Florida,"Atlantic Dunes Park, Delray Beach, Palm Beach County",wading,M,5.0,N
1999.0,Unprovoked,AUSTRALIA,South Australia,"Hardwicke Bay, Yorke Peninsula",surfing,M,22.0,Y
1999.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",surfing,M,21.0,N
1999.0,Unprovoked,MAURITIUS,Grand Baie,Pointe aux Canonniers,swimming,F,41.0,N
1999.0,Unprovoked,REUNION,L' Etang Salé-les-Bains,Roche-aux-Oiseaux,swimming,M,52.0,Y
1999.0,Unprovoked,USA,Florida,"Hobe Sound Beach, Palm Beach County",surfing,M,14.0,N
1999.0,Unprovoked,NEW ZEALAND,South Island,Codfish Island (Whenua Hau) west of Stewart Island,fishing,M,,N
1999.0,Provoked,BRAZIL,Rio Grande de Norte,Atol das Rochas,other,M,,N
1999.0,Unprovoked,USA,Hawaii,"Olowalu side of Lahina, Maui ",swimming,F,29.0,Y
1999.0,Unprovoked,NEW CALEDONIA,Loyalty Islands,Ouvea,fishing,M,,N
1999.0,Provoked,NEW ZEALAND,,,fishing,M,28.0,N
1999.0,Unprovoked,USA,Hawaii,"Kealia Beach, Kaua'i",surfing,M,18.0,N
1999.0,Unprovoked,USA,Hawaii,"Quarter mile offshore in Kaanapali, West Maui",swimming,F,29.0,N
1999.0,Boating,USA,North Carolina,Frying Pan Shoals,other,Unknown,,N
1999.0,Unprovoked,AUSTRALIA,New South Wales,Scotts Head,surfing,M,35.0,N
1999.0,Unprovoked,USA,Florida,"Hobe Sound, Martin County",surfing,M,25.0,N
1999.0,Unprovoked,MAURITIUS,,Belle-Mare,fishing,M,47.0,N
1999.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Beach,paddling,M,,N
1999.0,Boating,NEW ZEALAND,North Island,"Papamoa, near Tauranga, Bay of Plenty",other,Unknown,,N
1999.0,Unprovoked,REUNION,Saint-Leu,Pointe au Sel,fishing,Unknown,,Y
1999.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Hospital Rock, Dyers Island",fishing,M,30.0,N
1998.0,Provoked,USA,Florida,"Ormond Beach, Volusia County",surfing,M,19.0,N
1998.0,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,standing,F,21.0,N
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",surfing,M,18.0,N
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,other,M,14.0,N
1998.0,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,surfing,F,21.0,N
1998.0,Unprovoked,USA,Florida,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",swimming,M,9.0,Y
1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,14.0,N
1998.0,Unprovoked,USA,Florida,"South Beach Park, Indian River County",other,M,13.0,N
1998.0,Unprovoked,USA,Oregon,Winchester Bay,surfing,M,32.0,N
1998.0,Provoked,JAPAN,Southern Japan,460 miles off Iwakuni,fishing,M,52.0,N
1998.0,Unprovoked,BRAZIL,Pernambuco," Boa Viagem Beach, Recife",surfing,M,22.0,Y
1998.0,Unprovoked,USA,Florida,"Jupiter Beach, Palm Beach County",swimming,F,17.0,N
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Glengariff,surfing,M,30.0,N
1998.0,Unprovoked,USA,Florida,"Sebastian Inlet, Indian River County",surfing,M,,N
1998.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",surfing,M,17.0,N
1998.0,Unprovoked,REUNION,Saint-Benoît,,diving,Unknown,,N
1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",unknown,M,28.0,N
1998.0,Unprovoked,USA,Florida,"The Rocks, Hutchinson Island, Martin County",surfing,M,6.0,N
1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,18.0,N
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kowie River,fishing,M,,N
1998.0,Unprovoked,USA,Florida,"Stuart Beach, Martin County",surfing,M,28.0,N
1998.0,Provoked,SENEGAL,Cap Vert Peninsula,Yoff Island,fishing,M,25.0,N
1998.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,M,26.0,N
1998.0,Unprovoked,USA,California,"Stinson Beach, Marin County",surfing,M,16.0,N
1998.0,Unprovoked,USA,Virginia,Virginia Beach,fishing,M,,N
1998.0,Unprovoked,BAHAMAS,Berry Islands,Ambergris Cay,fishing,M,28.0,N
1998.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,M,11.0,N
1998.0,Provoked,SOUTH AFRICA,Transvaal,"National Zoological Gardens Aquarium, Pretoria",other,M,,N
1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Buffalo Bay, near Knysna",surfing,M,19.0,N
1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Pringle Bay,fishing,M,24.0,N
1998.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",surfing,M,,N
1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,13.0,N
1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,wading,M,47.0,N
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,surfing,M,16.0,N
1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,surfing,M,10.0,N
1998.0,Unprovoked,AUSTRALIA,South Australia,South Neptune Island,diving,M,26.0,Y
1998.0,"Valid, but unknown",SOUTH AFRICA,Eastern Cape Province,"Gonubie, 13 km northeast of East London",surfing,M,20.0,Y
1998.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",surfing,M,18.0,N
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,surfing,M,,N
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,surfing,M,17.0,N
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay near Port Elizabeth,surfing,M,15.0,N
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,surfing,M,16.0,N
1998.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,40.0,N
1998.0,Unprovoked,USA,Florida,"Pecks Lake, Martin County",swimming,F,14.0,N
1998.0,Unprovoked,USA,Florida,"Walden Rocks, St. Lucie County",swimming,M,24.0,N
1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Keurbooms,surfing,M,22.0,N
1998.0,Unprovoked,MOZAMBIQUE,Gaza,"Bilene Bay, 180 km north of Maputo",other,F,35.0,Y
1998.0,Unprovoked,USA,Oregon,Gleneden Beach,surfing,M,50.0,N
1998.0,Provoked,USA,Florida,"Marathon, Monroe County",diving,M,16.0,N
1998.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",swimming,M,,Y
1998.0,Unprovoked,NEW CALEDONIA,,Île de Sable,unknown,Unknown,,N
1998.0,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",swimming,M,40.0,N
1998.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Saldanha Bay,other,M,33.0,N
1998.0,Unprovoked,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",swimming,M,32.0,N
1998.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County",swimming,M,,N
1998.0,Unprovoked,NEW CALEDONIA,South Province,l'Anse-Vata,surfing,M,,N
1998.0,Unprovoked,REUNION,Grand'Anse,,other,M,,Y
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,surfing,M,21.0,N
1998.0,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,surfing,M,,N
1998.0,Unprovoked,MOZAMBIQUE,Maputo Province,Ponta do Ouro,surfing,M,23.0,N
1998.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Hole-in-the Wall,surfing,M,28.0,Y
1998.0,Unprovoked,REUNION,Beaufonds,,diving,Unknown,,Y
1998.0,Unprovoked,USA,Virginia,"Wreck of the Navy Barge, 22 miles SE of Rudee ",fishing,M,,N
1997.0,"Valid, but unknown",SOUTH AFRICA,Western Cape Province,"Pringle Bay, 44 miles southeast of Cape Town",fishing,M,39.0,Y
1997.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,surfing,M,,N
1997.0,Unprovoked,USA,Florida,"Hollywood Beach, Broward County",swimming,M,8.0,N
1997.0,"Valid, but unknown",AUSTRALIA,Western Australia,Albany,diving,M,42.0,N
1997.0,Unprovoked,USA,Florida,,swimming,M,32.0,N
1997.0,Unprovoked,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",surfing,M,51.0,N
1997.0,Unprovoked,USA,Hawaii,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",surfing,M,19.0,N
1997.0,Unprovoked,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",surfing,M,23.0,N
1997.0,Unprovoked,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",surfing,M,12.0,N
1997.0,Boating,SOUTH AFRICA,Eastern Cape Province,Off Port Alfred,fishing,Unknown,,N
1997.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",swimming,F,14.0,N
1997.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",swimming,M,20.0,Y
1997.0,Unprovoked,USA,Florida,Volusia County  ,surfing,M,12.0,N
1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Unknown,17.0,N
1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,20.0,N
1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,18.0,N
1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",other,M,22.0,N
1997.0,Unprovoked,USA,California,"Clam Beach, near Eureka, Humboldt County",surfing,M,29.0,N
1997.0,Unprovoked,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",diving,M,33.0,Y
1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",swimming,F,12.0,N
1997.0,Unprovoked,EGYPT,Red Sea,Safaga,fishing,M,17.0,N
1997.0,Unprovoked,EGYPT,Red Sea,Safaga,fishing,M,16.0,Y
1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,17.0,N
1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,,N
1997.0,Unprovoked,USA,Texas,"East Beach, Galveston",wading,F,10.0,N
1997.0,Unprovoked,USA,Florida,"Carysfort Lighthouse, Key Largo, Monroe County",fishing,M,,N
1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,17.0,N
1997.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,19.0,N
1997.0,Unprovoked,AUSTRALIA,Queensland,"Pincushion, north of Maroochydore Beach",surfing,M,19.0,N
1997.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Breezy Point, Ntlonyana",surfing,M,25.0,Y
1997.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",surfing,M,,N
1997.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",standing,M,50.0,N
1997.0,"Valid, but unknown",OKINAWA,Miyako,Hirara,fishing,M,55.0,Y
1997.0,Unprovoked,BRAZIL,Pernambuco,Paiva,surfing,Unknown,,N
1997.0,Unprovoked,USA,Hawaii,"Sunset Beach, Oahu",fishing,M,,N
1997.0,Unprovoked,FIJI,Taveuni,Off a small island 5 km from Garden Island Resort,other,F,47.0,N
1997.0,Unprovoked,USA,Florida, Palm Beach County,surfing,M,18.0,N
1997.0,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana, Rio de Janeiro",other,M,,UNKNOWN
1997.0,Unprovoked,USA,Florida,"Daytona Beach Shores,  Volusia County",surfing,M,33.0,N
